frequency_hz,horizontal,vertical,axial
5.001452681051057425e+01,2.601122108373476359e-08,4.698146349380785445e-08,4.828436851503134898e-04
5.050972014526810483e+01,3.210951976271287855e-08,3.300048693894248771e-08,9.655935851715153522e-04
5.100491348002563541e+01,3.992737265007102963e-08,2.470774529052958782e-08,4.828465375225336363e-04
5.150010681478316599e+01,4.828285911509923940e-04,4.643994959478446883e-08,5.969226213025437104e-08
5.199530014954069657e+01,9.655865625152877619e-04,7.806687651177246974e-08,4.751518742750402750e-09
5.249049348429822714e+01,4.828246576944285112e-04,5.747227345731026694e-08,2.615077714902531453e-08
5.298568681905575062e+01,8.827916159088167491e-09,2.852555230693904745e-08,5.093732895105828122e-08
5.348088015381328120e+01,1.440722841016848288e-08,2.311634108371756295e-08,7.031495836127169948e-08
5.397607348857081178e+01,2.979254144367788611e-08,1.288530171335143074e-08,1.010543636868746931e-07
5.447126682332834235e+01,1.677475769319587385e-08,2.757943412679600581e-08,9.656759721182047677e-04
5.496646015808587293e+01,2.927793786569392577e-08,1.159475193476034048e-08,1.931189778190923415e-03
5.546165349284340351e+01,3.425794154275349931e-08,3.745939678223889589e-08,9.657366865737298601e-04
5.595684682760093409e+01,3.523026002571927728e-08,1.885967121603223849e-08,1.157161433943476811e-07
5.645204016235846467e+01,3.187532809147831874e-08,3.409354165539270580e-08,5.160817639490163386e-08
5.694723349711599525e+01,8.523855790201702649e-08,8.262231076989321652e-08,5.404525513948747044e-08
5.744242683187352583e+01,9.223651962675302583e-08,9.932385133910001737e-08,1.115504170579201098e-08
5.793762016663105641e+01,7.323770378999135807e-08,4.047946888103346352e-08,3.126681027368182812e-08
5.843281350138858699e+01,8.340314490745971393e-09,1.853404619050873500e-08,1.707151546719110359e-08
5.892800683614611756e+01,4.721017083417523045e-08,3.057720422700921917e-08,6.239029408031537214e-08
5.942320017090364814e+01,7.156285373427604020e-08,1.410996526639850819e-08,4.372660397866771798e-08
5.991839350566117872e+01,7.078275388422305041e-08,2.572043568455420493e-08,1.720106211668821459e-08
6.041358684041870930e+01,8.107540517642825745e-08,3.221037891720900155e-08,1.498062176623901918e-08
6.090878017517623988e+01,7.730360454040053002e-08,3.740988186753311717e-08,1.233609817893460852e-08
6.140397350993377046e+01,3.563580080498708346e-08,5.288574088993239603e-09,1.766983337855190674e-08
6.189916684469130104e+01,3.687676408751976280e-08,3.291350596450717626e-08,5.375340473797713903e-08
6.239436017944883162e+01,7.268961583001703880e-08,3.490423825983442649e-08,7.547101902805946596e-08
6.288955351420636219e+01,6.321342579691552131e-08,7.037105830522909074e-08,5.195382923004831682e-08
6.338474684896389277e+01,5.056807287871923521e-08,6.167665045324733464e-08,2.708609401427795661e-08
6.387994018372142335e+01,2.934645901681735041e-08,2.613362812420679198e-08,2.981406099493010522e-08
6.437513351847894683e+01,1.141360025701678747e-08,5.757596913908082362e-08,8.519206428497988745e-08
6.487032685323647740e+01,2.712885889223656315e-08,1.247683453629304867e-07,7.627999714375127951e-08
6.536552018799400798e+01,4.711653036747374971e-08,1.201145841744393551e-07,4.092713767861945146e-08
6.586071352275153856e+01,7.134074393000564531e-08,3.560048350229971572e-08,2.140591678080540278e-08
6.635590685750906914e+01,5.826697719220019065e-08,4.084970241746111729e-08,2.203379122305403015e-08
6.685110019226659972e+01,1.525987618174433157e-08,5.968948257250448763e-08,2.937331682360357507e-08
6.734629352702413030e+01,3.007122866479234450e-08,5.382790383825363886e-08,4.295482203950307490e-08
6.784148686178166088e+01,5.212844133666121918e-08,7.856630610481848938e-08,6.032594016177784121e-08
6.833668019653919146e+01,4.828632342376588255e-04,3.891696992545157222e-08,5.483264207184183106e-08
6.883187353129672204e+01,9.656599498296377987e-04,2.009211901647782863e-08,4.275810472098597258e-08
6.932706686605425261e+01,9.657526984816958279e-04,7.179335200530085735e-08,3.254692431471183160e-08
6.982226020081178319e+01,9.657126634897263487e-04,8.286284898967265709e-08,3.012550841345163431e-08
7.031745353556931377e+01,4.828818193575070816e-04,1.852235078969783077e-08,6.403909617212347350e-08
7.081264687032684435e+01,1.954053867904304792e-08,5.054378953674594020e-08,6.090707357113622837e-08
7.130784020508437493e+01,4.944751943813048792e-08,3.836503638680549460e-08,4.119216692818323904e-08
7.180303353984190551e+01,9.822735375666429259e-08,2.471058363088625736e-08,1.351688305438742336e-08
7.229822687459943609e+01,1.031120951184221851e-07,2.946692672344451529e-09,6.661115686074001504e-08
7.279342020935696667e+01,9.633619613052765091e-08,1.857925432292133075e-08,6.852676502971199341e-08
7.328861354411449724e+01,6.186350214997336138e-08,3.064007063410907156e-08,1.382768497802434592e-08
7.378380687887202782e+01,1.165050176497950344e-08,1.855991117671219255e-08,4.818473616251262095e-08
7.427900021362955840e+01,2.947234318130414752e-08,3.819252423793450336e-08,5.335880295113751639e-08
7.477419354838708898e+01,1.360926575255888072e-08,6.297197240229729974e-08,4.499324548233168198e-08
7.526938688314461956e+01,2.917654002935547800e-08,6.094335052640222151e-08,4.270589952737849188e-08
7.576458021790215014e+01,8.058706431072849737e-09,1.008931919965607523e-07,3.620600050476909518e-08
7.625977355265968072e+01,5.985188011062442229e-08,6.308179066710532308e-08,3.714480264579480257e-08
7.675496688741721130e+01,5.723236893660636783e-08,4.698849471523940732e-08,6.727845309203729389e-08
7.725016022217474188e+01,4.667198215984959299e-08,3.225827764127443905e-08,5.827254322550744600e-08
